Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
20,CE,1965,February,The mission photographed possible landing sites for Apollo astronauts. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Polar,FEB-20-1965-03,space,Ranger 8 crashes into the Moon after a successful mission of photographing possible landing sites for the Apollo program astronauts.,Ranger 8 crashes into the Moon after a successful mission of photographing possible landing sites for the Apollo program astronauts.,20 February 1965 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1965",Wikipedia — February 20,,exact,Lunar photography mission,United States,Gregorian calendar date-page normalization,meets target,,Ranger 8,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
20,CE,1986,February,The spacecraft remained in orbit for 15 years and was occupied for ten. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-1986-02,space,"The Soviet Union launches its Mir spacecraft. Remaining in orbit for 15 years, it is occupied for ten of those years.","The Soviet Union launches its Mir spacecraft. Remaining in orbit for 15 years, it is occupied for ten of those years.",20 February 1986 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1986",Wikipedia — February 20,,exact,Mir space station launch,Russia,Gregorian calendar date-page normalization,meets target,,Soviet Union,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
20,CE,1988,February,The vote triggered the First Nagorno-Karabakh War. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-20-1988-04,independence,"The Nagorno-Karabakh Autonomous Oblast votes to secede from Azerbaijan and join Armenia, triggering the First Nagorno-Karabakh War.","The Nagorno-Karabakh Autonomous Oblast votes to secede from Azerbaijan and join Armenia, triggering the First Nagorno-Karabakh War.",20 February 1988 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 1988",Wikipedia — February 20,,exact,Nagorno-Karabakh secession vote,Azerbaijan; Armenia,Gregorian calendar date-page normalization,meets target,,Nagorno-Karabakh Autonomous Oblast,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
20,CE,2003,February,"A pyrotechnics display caused the fire, killing 100 and injuring over 200. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Americas,FEB-20-2003-20,disaster,"During a Great White concert in West Warwick, Rhode Island, a pyrotechnics display sets the Station nightclub ablaze, killing 100 and injuring over 200 others.","During a Great White concert in West Warwick, Rhode Island, a pyrotechnics display sets the Station nightclub ablaze, killing 100 and injuring over 200 others.",20 February 2003 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,West Warwick,"Not separately stated; listed as February 20, 2003",Wikipedia — February 20,,exact,Station nightclub fire,United States,Gregorian calendar date-page normalization,meets target,,Station nightclub,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
20,CE,2005,February,Spain was the first country to vote in a referendum on ratification; turnout was low. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-20-2005-19,political,"Spain becomes the first country to vote in a referendum on ratification of the proposed Constitution of the European Union, passing it by a substantial margin, but on a low turnout.","Spain becomes the first country to vote in a referendum on ratification of the proposed Constitution of the European Union, passing it by a substantial margin, but on a low turnout.",20 February 2005 CE,https://en.wikipedia.org/wiki/February_20,,--02-20,,"Not separately stated; listed as February 20, 2005",Wikipedia — February 20,,exact,European Constitution referendum,Spain,Gregorian calendar date-page normalization,meets target,,Proposed Constitution of the European Union,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
21,CE,1613,February,Beginning of the Romanov dynasty of Imperial Russia. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-21-1613-01,political,"Mikhail I is unanimously elected Tsar by a national assembly, beginning the Romanov dynasty of Imperial Russia.","Mikhail I is unanimously elected Tsar by a national assembly, beginning the Romanov dynasty of Imperial Russia.",21 February 1613 CE,https://en.wikipedia.org/wiki/February_21,,--02-21,,"Not separately stated; listed as February 21, 1613",Wikipedia — February 21,,exact,Romanov accession,Russia,Gregorian calendar date-page normalization,meets target,Mikhail I,Tsardom of Russia,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
21,CE,1804,February,First self-propelling steam locomotive makes its outing. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-21-1804-02,technology,The first self-propelling steam locomotive makes its outing at the Pen-y-Darren Ironworks in Wales.,The first self-propelling steam locomotive makes its outing at the Pen-y-Darren Ironworks in Wales.,21 February 1804 CE,https://en.wikipedia.org/wiki/February_21,,--02-21,Wales,"Not separately stated; listed as February 21, 1804",Wikipedia — February 21,,exact,Steam locomotive,United Kingdom,Gregorian calendar date-page normalization,meets target,,Pen-y-Darren Ironworks,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
21,CE,1808,February,Russian troops cross the border to Sweden; Sweden will lose Finland to Russia. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-21-1808-03,war,"Without a previous declaration of war, Russian troops cross the border to Sweden at Abborfors in eastern Finland, thus beginning the Finnish War, in which Sweden will lose the eastern half of the country (i.e. Finland) to Russia.","Without a previous declaration of war, Russian troops cross the border to Sweden at Abborfors in eastern Finland, thus beginning the Finnish War, in which Sweden will lose the eastern half of the country (i.e. Finland) to Russia.",21 February 1808 CE,https://en.wikipedia.org/wiki/February_21,,--02-21,Abborfors,"Not separately stated; listed as February 21, 1808",Wikipedia — February 21,,exact,Finnish War begins,Finland;Sweden;Russia,Gregorian calendar date-page normalization,meets target,,Finnish War,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
21,CE,1828,February,First periodical to use the Cherokee syllabary. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-21-1828-04,literature_culture,Initial issue of the Cherokee Phoenix is the first periodical to use the Cherokee syllabary invented by Sequoyah.,Initial issue of the Cherokee Phoenix is the first periodical to use the Cherokee syllabary invented by Sequoyah.,21 February 1828 CE,https://en.wikipedia.org/wiki/February_21,,--02-21,,"Not separately stated; listed as February 21, 1828",Wikipedia — February 21,,exact,Cherokee Phoenix,United States,Gregorian calendar date-page normalization,meets target,Sequoyah,Cherokee Phoenix,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
21,CE,1848,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-21-1848-05,philosophy,Karl Marx and Friedrich Engels publish The Communist Manifesto.,Karl Marx and Friedrich Engels publish The Communist Manifesto.,21 February 1848 CE,https://en.wikipedia.org/wiki/February_21,,--02-21,,"Not separately stated; listed as February 21, 1848",Wikipedia — February 21,,exact,Communist Manifesto,United Kingdom,Gregorian calendar date-page normalization,meets target,Karl Marx;Friedrich Engels,The Communist Manifesto,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
