Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
19,CE,235,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-17-0235,political event,"On March 19, 235, Severus Alexander, Roman emperor (born 208) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Severus Alexander,235 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 235","Wikipedia, March 19",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
19,CE,953,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-18-0953,historical event,"On March 19, 953, al-Mansur bi-Nasr Allah, caliph of the Fatimid Caliphate (born 913) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",al-Mansur bi-Nasr Allah,953 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 953","Wikipedia, March 19",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
19,CE,968,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-19-0968,historical event,"On March 19, 968, Emma of Paris, duchess of Normandy (born 943) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Emma of Paris,968 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 968","Wikipedia, March 19",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
19,CE,1205,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-04-1205,conflict,"On March 19, 1205, Latin forces under Henry of Flanders defeat a Nicaean army under Constantine Laskaris in the Battle of Adramyttion. This event is included in the documented historical-events chronology for this calendar date.",Latin forces under Henry of Flanders defeat a Nicaean army under Constantine Laskaris in the Battle of Adramyttion.,1205 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1205","Wikipedia, March 19",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,67
19,CE,1206,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-12-1206,historical event,"On March 19, 1206, Güyük Khan, Mongol ruler, 3rd Great Khan of the Mongol Empire (died 1248) This event is included in the documented historical-events chronology for this calendar date.",Güyük Khan,1206 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1206","Wikipedia, March 19",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
19,CE,1227,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-20-1227,political event,"On March 19, 1227, Election of Ugolino di Conti as Pope Gregory IX following the death of Pope Honorius III. This event is included in the documented historical-events chronology for this calendar date.",Election of Ugolino di Conti as Pope Gregory IX following the death of Pope Honorius III.,1227 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1227","Wikipedia, March 19",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
19,CE,1277,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-03-1277,political event,"On March 19, 1277, The Byzantine–Venetian treaty of 1277 is concluded, stipulating a two-year truce and renewing Venetian commercial privileges in the Byzantine Empire. This event is included in the documented historical-events chronology for this calendar date.",The Byzantine–Venetian treaty of 1277 is concluded,1277 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1277","Wikipedia, March 19",documented date,politics and governance,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,68
19,CE,1279,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-19-01-1279,conflict,"On March 19, 1279, A Mongol victory at the Battle of Yamen ends the Song dynasty in China. This event is included in the documented historical-events chronology for this calendar date.",A Mongol victory at the Battle of Yamen ends the Song dynasty in China.,1279 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1279","Wikipedia, March 19",documented date,military,China,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,74
19,CE,1330,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-07-1330,conflict,"On March 19, 1330, Edmund of Woodstock, 1st Earl of Kent, English politician, Lord Warden of the Cinque Ports (born 1301) This event is included in the documented historical-events chronology for this calendar date.",Edmund of Woodstock,1330 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1330","Wikipedia, March 19",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
19,CE,1539,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-08-1539,conflict,"On March 19, 1539, Lord Edmund Howard, English nobleman (born c. 1478) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Lord Edmund Howard,1539 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1539","Wikipedia, March 19",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
19,CE,1563,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-19-02-1563,conflict,"On March 19, 1563, The Edict of Amboise is signed, ending the first phase of the French Wars of Religion and granting certain freedoms to the Huguenots. This event is included in the documented historical-events chronology for this calendar date.",The Edict of Amboise is signed,1563 CE,https://en.wikipedia.org/wiki/March_19,March 19,"March 19, 1563","Wikipedia, March 19",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,72
